term,Exp063972,Exp063804,Exp061170,Exp071855,Exp058132,Exp071409,Exp071413,Exp071852,Exp071853,Exp061845,Exp072767,Exp071414,Exp066882,Exp061181,Exp072369,Exp071860,Exp071910,Exp072223,Exp071913,Exp071861,Exp071416,Exp059910,Exp066874,Exp064120,Exp061843,Exp059915,Exp059931,Exp059906,Exp067098,Exp066039,Exp059897,Exp059913,Exp066025,Exp059903,Exp061855,Exp059930,Exp067440,Exp066029,Exp063813,Exp063811,Exp058122,Exp059899,Exp066032,Exp068742,Exp056266,Exp068741,Exp068655,Exp059898,Exp068659,Exp063808,Exp068658,Exp057318,Exp068662,Exp058165,Exp058162,Exp058123,Exp066034,Exp058125,Exp059911,Exp058138,Exp058108,Exp058140,Exp064117,Exp068946,Exp075756,Exp075767,Exp070852,Exp075758,Exp066041,Exp067091,Exp067093,Exp068657,Exp067095,Exp066037,Exp075754
GOBP_ACTIVATION_OF_GTPASE_ACTIVITY,-0.188994035,-0.227035053,-0.003691702,-0.001439498,0.074880381,0.173990448,0.031107918,0.011233363,0.095962686,-0.024545238,0.094110396,0.052025655,0.001988882,0.056202915,-0.086869992,-0.239582195,-0.042154847,-0.245134809,-0.155362562,-0.06438021,-0.216724059,-0.145076467,0.089871084,-0.233963043,-0.073185969,-0.214100701,-0.032126071,-0.082088171,-0.23377337,-0.066283473,-0.166081845,-0.223868185,-0.043294754,0.013018181,-0.158252011,-0.232267352,0.065767381,0.010275652,-0.226396065,0.040617422,0.003306118,-0.179303322,-0.172451033,0.179795487,-0.066611358,-0.299370927,-0.091845163,0.131757703,-0.088672433,-0.322539825,-0.043628357,-0.101561027,-0.144547963,-0.283316344,-0.261671549,0.137239877,-0.033316045,-0.143143093,0.211594567,0.018133013,-0.222343992,0.092139906,-0.202824968,-0.188232898,-0.125987732,-0.244492394,-0.294029017,0.226596112,-0.427207394,-0.468502494,-0.288392912,-0.243618497,-0.381418113,-0.309076001,-0.296255932
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE,-0.116944613,-0.24212876,-0.21698695,-0.131732544,-0.227584087,-0.193175681,-0.086116066,-0.210737328,-0.200718721,-0.143734368,-0.098456543,-0.051298319,-0.117196167,-0.159668724,-0.065659763,-0.032646519,-0.122963262,-0.105262656,-0.094332512,-0.16007334,-0.089540647,-0.057989699,-0.012656373,0.048448634,-0.129562551,-0.166369699,-0.152847806,-0.08183624,-0.040535558,-0.085003553,0.027883141,0.049130631,0.047771444,0.062100523,0.098264575,-0.04775091,-0.005100074,0.118589466,0.07524906,0.077460226,-0.051691823,0.083405828,0.057219019,0.155952457,-0.015791588,-0.039858315,0.015191947,0.100167883,0.053691851,0.013266683,0.037281973,0.016184004,0.01208701,0.041305141,-0.001762191,0.253066094,0.079880803,0.03498158,0.040952088,0.024940332,0.035351596,0.139633797,-0.022483153,-0.114478847,-0.064618143,-0.219150313,-0.157083192,-0.057709572,-0.169151541,-0.179106774,-0.033032694,-0.145960866,-0.055392668,-0.156543086,-0.187810284
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,0.054941873,-0.206892348,-0.24656852,-0.102783694,-0.189694009,-0.19246595,-0.020813629,-0.199228812,-0.17769312,-0.233769397,0.092454497,-0.033663928,-0.077824442,-0.044832682,-0.006372354,-0.157976706,-0.060190928,-0.257974439,0.025244339,-0.090866675,-0.041757548,-0.070003334,-0.086228581,-0.157478756,-0.061079813,-0.031400074,-0.132963543,-0.0996855,-0.025482265,-0.024927327,0.055058211,0.222538461,0.231518947,0.067410007,0.183826889,-0.070646025,-0.029328575,0.111777737,0.117247463,0.085704744,-0.041827898,0.083686995,0.018730077,0.25093773,0.035218828,0.017328091,0.049643059,-0.189637897,0.099172044,0.095736071,-0.038767568,-0.168846388,-0.020697635,-0.020190364,-0.168591824,-0.003505464,-0.057259606,-0.087111402,-0.154731099,-0.237746558,-0.300540086,0.093194356,-0.22185114,-0.143748631,-0.155635749,-0.239793976,0.030102163,-0.122127742,-0.044714281,-0.115658599,0.095142409,-0.002357584,0.068650096,-0.060921153,-0.140478396
GOBP_ACTIVATION_OF_JUN_KINASE_ACTIVITY,0.175652542,-0.218613448,-0.300402128,-0.21893721,-0.236845937,-0.202180165,-0.033670557,-0.192238077,-0.202388306,-0.337933813,-0.358182444,-0.131701426,-0.256126988,-0.245898732,-0.253501862,-0.205426588,-0.273749779,-0.223805911,-0.093984218,-0.30538413,-0.297477181,-0.037263524,0.175794408,-0.025139168,-0.062006475,0.106894352,-0.183736022,-0.237924779,-0.112216542,0.455591843,-0.210799768,-0.322394629,-0.076093463,0.082853855,-0.110493377,0.053956747,0.354441874,0.317951701,-0.083757993,0.158817582,-0.157921877,0.143252925,0.390796727,0.458362161,-0.09072973,0.040252428,0.235587057,0.289811563,0.509223571,-0.180758698,-0.332055166,0.262981252,-0.117934499,-0.366001545,-0.311751888,0.352294714,0.293648075,-0.434046898,0.015427061,-0.03243395,0.170188156,0.028905523,-0.287710216,-0.049255292,-0.30979528,-0.250120586,-0.437740161,0.328035357,-0.51721292,-0.407999519,-0.413586963,-0.225922711,-0.571839132,-0.087461663,-0.378870024
GOBP_ACTIVATION_OF_MAPK_ACTIVITY,-0.145973607,-0.201079711,-0.183613131,-0.138700881,-0.12855705,-0.129494794,-0.074743868,-0.124856416,-0.136361329,-0.027339624,-0.19614842,-0.163961285,-0.033898035,-0.032335715,0.01756512,-0.082153375,0.023605679,-0.008564287,0.067057793,0.021491122,-0.190503809,-0.043885593,0.12527979,0.160423233,0.084970526,-0.021247066,0.0388185,0.017020481,0.041806534,0.141471018,0.037648468,-0.101041029,0.062265149,0.079123662,-0.053625945,-0.098488432,0.220425063,0.101704386,0.003300266,0.019796872,-0.087198673,-0.072810932,0.115538596,0.332505765,0.054479476,0.082585453,0.175610645,0.127138705,0.225216126,-0.036243237,-0.136585938,0.187442583,-0.054410654,-0.283445558,-0.242607531,0.023661198,0.052968182,-0.152466519,-0.093711231,-0.176656996,-0.026987044,-0.051797215,-0.275800225,-0.106501449,-0.181017621,-0.212480819,-0.293954659,0.07710706,-0.35269393,-0.292498515,-0.292751577,-0.201102067,-0.335666431,-0.009148917,-0.265401112
GOBP_ACTIVATION_OF_MAPKK_ACTIVITY,-0.26129595,-0.270019228,-0.172616218,-0.160281179,-0.162291624,-0.048978103,-0.190959423,-0.14255794,-0.137847151,0.02605876,-0.032126709,-0.108229798,0.033857104,-0.058861668,-0.21669613,-0.132288372,-0.191079875,-0.287896462,-0.244825411,-0.206314733,-0.259802403,-0.298641363,-0.272974687,-0.069065129,-0.223583201,-0.309251603,-0.192475225,0.043245155,0.034211203,0.31308343,0.016576644,-0.093691931,0.20066504,-0.014599254,0.046205271,0.325367568,0.1419179,0.202787573,0.086018376,-0.049291425,0.195349819,0.054633185,0.17017339,0.137652315,0.023001052,0.041323966,0.317832887,0.296485477,-0.03398329,-0.178720623,-0.11960318,0.013076234,-0.315854044,-0.333069881,-0.194126299,0.036627305,0.05721656,-0.226727579,-0.106158446,-0.352919308,-0.151703936,-0.082249517,-0.059968421,0.086823808,-0.147795969,-0.256171885,-0.261370518,0.284203444,-0.341495158,-0.276782845,-0.276244726,-0.316834628,-0.207336822,-0.025053173,-0.328538361
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,-0.129267323,-0.221831104,-0.211884765,-0.163283075,-0.205084762,-0.207561982,-0.166434313,-0.171076704,-0.203762415,-0.178004417,-0.127446679,-0.165608055,-0.107566602,-0.142702995,-0.114256542,0.000418786,-0.124040651,-0.129779661,-0.080915473,-0.080225052,-0.169843241,-0.080042131,-0.076786204,0.089543889,-0.010311971,0.001462695,-0.089257603,-0.073501251,-0.119341526,0.100452314,-0.069079981,-0.096439957,0.014337426,-0.045556216,-0.065383783,-0.02731456,0.03625206,0.094867224,-0.122484394,-0.076108573,0.014894367,-0.042810519,0.062921406,0.230694449,-0.111661356,0.041794303,0.177445487,0.117458748,0.035864699,0.113834139,-0.064608209,0.153957632,-0.036081784,-0.178508338,-0.07624543,0.085755016,0.034150073,-0.104248836,-0.028229005,-0.153344846,-0.142256725,-0.053613957,-0.074320521,0.008683515,-0.127533216,-0.074170866,-0.182901833,0.096182525,-0.183339423,-0.169983907,-0.135702296,-0.080527428,-0.185220372,-0.055811266,-0.182578368
GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY,-0.100591031,-0.089570163,0.091275664,0.097254615,0.066024006,0.092914639,0.085627313,0.099889693,0.087769278,0.058947314,0.070856287,0.160404997,0.348445762,0.031600153,0.028099982,0.042435694,0.032637688,-0.243617345,-0.002164737,0.040138439,-0.149955112,0.211403716,-0.050511543,0.213836066,0.024981822,-0.242549803,0.023294485,0.016062052,0.104005611,-0.097363713,0.169990108,0.290777856,0.145494676,0.137690697,0.112794767,-0.114070233,-0.000185502,-0.071156666,0.119327027,-0.0358656,-0.21477879,-0.029933536,-0.021156649,-0.110020351,0.148414892,0.169670214,0.045388936,0.140175791,0.184296146,0.159588045,-0.125086041,0.104557422,0.235376267,-0.095785834,-0.049904222,-0.014390115,-0.112380126,-0.145171754,0.367449434,-0.153718629,-0.135462546,-0.0314706,-0.048096427,0.198202339,0.231401068,0.27224422,0.317431428,0.039084199,0.32736941,0.337921184,0.364769423,0.198921306,0.242557595,0.239454256,0.423817791
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,-0.078744916,0.015269941,0.03178961,0.009362116,0.036193955,0.00424264,0.025789847,-0.038363359,0.015340176,0.020952022,0.051463585,-0.012848645,-0.069012175,0.004732366,-0.051402651,-0.145089631,-0.088445308,-0.076087563,-0.101088372,-0.129864691,-0.095612157,-0.095866261,-0.125105568,0.007248097,-0.06484905,0.066316136,-0.093169222,-0.14512966,-0.064922017,-0.174524325,-0.05970325,-0.053584609,0.041384083,-0.1508853,-0.070255891,-0.066684377,0.117762346,0.090746505,-0.101590636,-0.058433948,-0.102697667,0.014884239,-0.04232695,0.072021573,-0.095443444,-0.0963521,0.001809369,-0.195349333,-0.148930109,-0.258834184,-0.166804393,-0.129828157,-0.226324054,-0.182589519,-0.156141044,-0.158389475,-0.249049062,-0.140831453,-0.22751332,-0.081404952,-0.245939754,-0.174034383,-0.226865579,0.135764747,0.038157508,0.19160116,-0.066802116,-0.076911947,0.167145615,0.100336957,0.062243796,0.029305637,0.147846435,-0.014467107,-0.093926356
GOBP_ACUTE_INFLAMMATORY_RESPONSE,0.264518998,0.173445948,-0.0300202,0.115858793,0.068671257,0.054507282,0.138078601,0.113079323,0.017647308,0.107438017,-0.209272354,-0.047257323,-0.222044269,0.234028355,0.245484401,0.224193371,0.019533056,0.239959361,0.028529708,0.055216018,0.118048137,0.232053891,0.258721796,-0.26559773,0.024465012,-0.002057828,0.028921263,0.008062909,-0.221908101,-0.096212445,-0.176614284,-0.124744642,-0.395571669,-0.080901653,0.071117033,0.173030313,0.118476537,-0.206895006,-0.183220347,0.226964176,0.022348083,-0.408611252,0.096130258,0.025695427,-0.232169256,0.070587878,0.029793347,0.104281195,-0.264112492,-0.080302641,-0.145206664,0.059311754,0.281114142,0.110836852,0.018288474,-0.223911875,0.094143436,0.24940019,-0.106798525,-0.071221015,0.026681283,-0.212585583,0.088683751,-0.081064734,-0.069744244,-0.107534746,0.020088502,-0.343330762,-0.113443394,-0.032125196,-0.147003232,-0.30522269,-0.064579185,-0.344068967,-0.095105805
GOBP_ADAPTIVE_IMMUNE_RESPONSE,-0.120859073,-0.160366078,-0.0966133,-0.112695106,-0.083494547,-0.10771402,-0.04438798,-0.111286679,-0.110670851,-0.134529789,-0.074805541,-0.030450825,-0.138661576,-0.145523746,-0.084092886,-0.112633361,-0.06412556,-0.131968715,-0.10767452,-0.057925926,-0.11190718,-0.137042872,0.072069597,0.106871694,-0.045211007,-0.119935893,-0.072297229,-0.047523076,-0.104992526,0.012690053,-0.111236427,-0.132656216,-0.053806562,0.064808668,-0.004627682,-0.079259924,0.053253936,0.059175156,-0.095057325,0.060324474,0.056615015,-0.08542746,0.103554052,0.053475045,-0.040330946,-0.06092968,0.166139903,-0.074305334,0.087074147,0.02479757,-0.044416826,0.062308921,-0.116584495,-0.07253012,0.015980731,0.325583876,0.039656687,-0.120528434,0.075990925,-0.064944821,0.002991558,-0.016101547,-0.053103858,0.091803833,-0.058827911,-0.21450863,-0.200039273,-0.186673917,-0.180123121,-0.20993705,-0.184541229,-0.175245321,-0.162663155,-0.087298766,-0.096678417
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,-0.127338941,-0.133186455,-0.050385122,-0.08054006,-0.093396845,-0.073769387,-0.050979355,-0.076710709,-0.073960023,-0.159790343,-0.017877147,-0.026839241,-0.095036696,-0.10245498,-0.113851878,-0.220745259,-0.092247734,-0.14643603,-0.148214329,-0.100417937,-0.117943024,-0.255954014,-0.04661266,-0.019957711,-0.061274249,-0.212183816,-0.097625763,-0.062516253,-0.086121556,0.065129397,-0.052883684,-0.1497391,-0.021425873,0.026640677,0.053765377,-0.079928225,-0.019533046,0.023779475,-0.090215166,0.03410815,-0.118281304,-0.14090071,0.085656951,-0.023180111,0.02537917,-0.064107416,0.124326882,-0.094826793,0.106378442,-0.023676255,-0.003905027,0.050404037,-0.025932241,-0.040094894,0.048010984,0.233314004,-0.026351906,-0.122013402,0.124041536,-0.059058269,0.00133412,-0.037304968,-0.077298863,0.106953616,0.012348554,-0.239754647,-0.153441849,-0.175752455,-0.13640214,-0.160513459,-0.129199121,-0.161800714,-0.089973087,-0.03662139,-0.037707441
GOBP_ADAPTIVE_THERMOGENESIS,-0.251475723,-0.033466771,0.040740751,-0.179157888,-0.17802674,-0.134689985,-0.159055128,-0.141718387,-0.137292607,-0.210945157,-0.127527876,-0.146142434,-0.303125731,-0.213482071,-0.088817249,-0.052055368,-0.118118885,0.010057939,-0.148184289,-0.256918674,-0.069473149,-0.281094105,0.256788428,-0.038562329,-0.178679426,0.136636919,-0.1215484,-0.124834355,0.142110752,0.227498216,0.250231814,0.12687468,0.217116527,0.255597724,0.273111017,0.32790532,0.215582916,0.245977838,0.144931254,0.085227952,0.323050436,0.123151291,0.391027842,0.199921578,0.22945621,0.212674035,0.092937816,0.001243766,0.189589846,0.284340239,0.1334908,0.31221804,0.054722642,0.152185561,0.264824544,0.200298016,0.19937959,0.151396122,-0.019978948,0.23669311,0.131493745,0.213097562,0.212610106,-0.194487605,-0.11132259,0.112992492,-0.148986175,-0.096051056,-0.182646692,-0.147978479,-0.247279591,-0.088135019,-0.075650471,-0.103169385,-0.035837225
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.22655445,0.226774841,0.163677635,-0.040348076,-0.103294621,-0.070228141,-0.008040867,-0.067259478,-0.081229886,0.271863804,0.175199495,0.334491223,0.187345402,0.171977261,0.185210593,0.455717285,0.05331108,0.378975718,0.175748558,0.219202837,0.175641079,0.371573247,0.425889095,0.225519781,0.148309951,0.358972016,0.113921796,0.171982398,0.26033049,-0.06250732,0.307439059,0.321320593,0.290200605,0.374374649,0.259245316,0.213221382,-0.042358355,0.343207295,0.291671971,-0.211961065,-0.120183923,0.100063617,0.087948784,0.05555993,0.277816355,0.05177456,0.250165772,0.026047201,0.276269056,-0.083750567,-0.129479378,-0.001965199,-0.156052619,0.312167275,0.159477865,-0.252164721,0.226859348,0.258056449,-0.033840748,0.194188321,0.197392221,0.087855185,0.190107468,0.326831364,0.045951212,0.352765274,0.398220536,0.195560963,0.482932364,0.453329639,0.380893868,0.072707986,0.268105507,0.350694293,0.179710895
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.42528502,0.445308166,0.49581933,0.373012111,0.356475306,0.256324302,0.362957268,0.504343192,0.52625591,0.497895047,0.270417529,0.334402771,0.501929346,0.317955168,0.107737573,0.382537408,-0.02958671,0.439548055,0.000798033,0.134740932,0.236261926,0.502353562,0.275574657,0.433841348,-0.004595389,-0.149622094,0.327682704,-0.0255753,0.234420586,-0.006053262,0.185037054,0.188883997,0.155767972,0.011961437,0.194671277,0.097468453,0.087738356,0.260735156,0.221363833,-0.027402217,-0.172640646,0.082465107,-0.21854182,-0.093882474,0.17049426,0.201190643,0.32464797,0.124951005,0.087696918,-0.350943581,-0.267634717,-0.134983385,0.090846233,-0.185134784,-0.161495809,0.151726622,-0.329096628,0.008912355,-0.24611199,-0.060968726,0.055059699,-0.300742285,-0.325946911,0.1771963,-0.27310827,0.197494772,0.10484172,-0.21096537,0.096282991,-0.001788374,0.015074807,0.003413325,0.112093651,-0.028508624,0.045738336
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.382391378,0.3044898,0.277854895,0.10121825,0.057045545,0.029233927,0.204987068,0.149379981,0.119103558,0.352537939,0.240604305,0.345329147,0.343690132,0.253669124,0.09071147,0.462102648,-0.037990908,0.336898808,0.05814822,0.251323557,0.185646829,0.417062496,0.340283884,0.307361851,0.035871185,0.264616268,0.160612379,0.023641091,0.197668624,-0.092482459,0.179918943,0.364251983,0.154893304,0.219076203,0.177964222,0.11486403,-0.034374111,0.329432043,0.22388077,-0.181091908,-0.110324657,0.12520146,-0.066763316,-0.046064912,0.145687464,0.179445945,0.222287998,0.063839664,0.223497485,-0.152817777,-0.188901457,-0.135888816,-0.122787858,0.085553572,0.102548358,-0.155639671,0.083655937,0.095010116,-0.029458092,-0.012534092,0.073587356,-0.100790479,-0.06629353,0.194316651,-0.020180593,0.206737789,0.289567574,-0.014528976,0.376823227,0.308536545,0.207241505,0.130235667,0.165186735,0.194851967,0.116316554
GOBP_ADHERENS_JUNCTION_ORGANIZATION,-0.081184421,0.040013176,0.229712366,0.021242853,0.0928905,-0.022610852,0.092650284,0.06349161,-0.031754745,0.006451913,0.018447095,-0.052131335,-0.123264638,-0.052150219,0.025791124,-0.209815025,-0.180116501,-0.053643568,0.298643097,0.17519224,-0.078870146,-0.158110418,-0.09478649,-0.096954898,0.109258894,0.124362761,0.003360004,-0.174545587,-0.142605124,-0.10926579,0.081019147,-0.089517544,0.041388831,-0.347381875,-0.142039855,-0.212007785,-0.016967452,-0.212633152,-0.31190246,-0.167919971,-0.485257839,0.110360319,-0.38411777,-0.311807635,-0.094020917,-0.238741904,-0.223195395,-0.288432857,-0.221051229,-0.18198955,0.178350763,-0.188855548,0.015924477,0.165951285,0.088538101,-0.265108266,0.04631996,0.20225072,-0.111117314,0.131819174,-0.066156164,0.085499869,-0.102979143,-0.110773969,-0.441157698,0.177251596,0.093577522,-0.359727001,0.080400722,0.112450368,0.035195738,-0.201570273,0.378247994,-0.121048642,-0.130566038
GOBP_ADULT_BEHAVIOR,0.08824475,0.108501483,0.171005451,0.185417546,0.311075222,0.245520882,0.13768638,0.199076473,0.24062427,0.317539794,0.289922398,0.202622862,0.263042593,0.331609743,0.059491471,0.211386313,0.14679815,-0.014728561,0.030581997,0.206283268,0.076240906,0.095490656,0.099631775,0.09930033,0.206354146,-0.309656806,0.149984901,0.126949112,-0.154027768,-0.337442405,-0.127316879,-0.16134249,-0.141325837,-0.210726541,-0.077318171,-0.362930862,-0.159147469,-0.258574624,0.018065781,-0.032226032,-0.21282372,-0.243405644,-0.282888121,-0.328913293,-0.005661961,-0.121612181,-0.16318509,-0.321616843,-0.354054439,-0.05972374,-0.018206054,-0.108528715,-0.108605267,-0.086871168,-0.184242815,-0.120138101,-0.00417289,0.110780561,-0.124795507,-0.105438045,0.139888839,-0.240245138,-0.13984896,0.087773715,-0.133715612,-0.148842823,0.166386843,-0.167675887,0.27280299,-0.119065222,0.110993383,-0.124831808,0.166846984,-0.058432949,0.102028141
GOBP_ADULT_LOCOMOTORY_BEHAVIOR,0.052911573,0.077275722,-0.064820319,-0.035920068,0.161461928,-0.090233771,-0.002419835,-0.043807274,-0.090773332,0.418956921,0.272988855,0.293974149,0.26570122,0.235959559,-0.090079278,-0.120912832,-0.154081911,0.153169695,-0.116275055,0.191051608,-0.012107702,0.384454162,0.250730224,0.509736429,-0.009189296,-0.113302639,-0.166657062,-0.164600965,-0.322297375,-0.280293457,-0.342629395,-0.279663366,-0.35652555,0.064909928,-0.372800696,-0.152785132,0.20598376,0.013580646,0.075908349,0.237852398,0.063311222,-0.114459861,-0.177149979,0.101190839,-0.355486136,0.13427178,0.126901181,-0.132451495,-0.032408844,0.335036259,0.059935458,0.122419421,0.433461914,0.112580699,0.124720114,0.431413288,0.029299611,0.009398371,0.206650233,0.099675243,0.213695227,0.123024747,0.118462631,0.410204599,0.380852103,0.392516641,0.496180296,0.17490851,0.451740198,0.312579695,0.492824419,0.472256519,0.442455968,0.423608673,0.554825854
GOBP_AEROBIC_RESPIRATION,-0.049590736,-0.179354349,0.191477835,0.198837962,0.172092389,0.40298488,0.220612833,0.202425619,0.182372829,0.455307996,0.143088809,0.185080405,0.37606631,0.357084858,-0.074531324,-0.475565447,-0.094457317,-0.528169544,0.132728515,-0.052500935,-0.061315451,-0.48363207,-0.036136207,-0.416735872,-0.101843594,-0.229157859,-0.106572515,0.203263747,-0.090881169,0.079475347,0.441752512,-0.097748966,0.420747786,-0.341079716,-0.009780753,0.145715988,-0.190951044,0.12689982,0.472368394,-0.35771233,-0.365099989,-0.201051901,0.119778252,-0.375258272,0.4128115,-0.16607796,0.15679559,-0.564674753,-0.111778942,0.006194844,0.074232723,0.175450273,0.123701238,0.223449763,0.034928759,-0.055522688,-0.063739444,0.26356931,-0.038154373,0.462213334,0.539840813,0.247998831,0.3828911,-0.174564669,0.115694359,0.242992416,0.192274594,-0.206464123,0.139475646,0.014879504,0.367296509,-0.040943302,0.14487338,0.131713985,-0.224719002
GOBP_AGING,-0.046362407,0.018556849,0.008350861,0.018275862,0.01865063,-0.018161147,-0.043928265,-0.010361762,-0.026652095,-0.002746147,-0.02871409,-0.067399044,0.124556759,0.033240087,0.124493406,0.03509595,0.063241311,-0.076960083,0.08268403,0.069951979,0.011979308,-0.085811807,-0.043657634,-0.107789108,0.070718353,-0.129757953,0.093310868,0.107206026,0.232815425,-0.057179811,0.252951436,0.214130541,0.257564876,-0.036952302,0.299145749,-0.016964692,-0.074702071,0.052392378,0.298922148,-0.16641085,-0.169483417,0.01373956,-0.011406471,-0.127906358,0.264736985,-0.141078351,0.064798068,-0.228726797,-0.123034773,-0.182032822,-0.231445653,-0.215727516,-0.22331115,-0.015554259,-0.102492471,-0.063374448,-0.18817658,0.031719536,-0.177835061,-0.092764179,0.112040481,-0.317736768,-0.267686495,-0.034645019,-0.142780005,-0.192705523,-0.124307148,-0.15172512,0.096156358,-0.072572621,0.030246422,-0.143053561,0.087133657,-0.085437754,0.013550188
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,0.044449019,0.109131121,0.130299465,0.118766585,0.112051061,0.179893954,0.158503095,0.151837662,0.224498314,0.257024847,0.117387551,0.156072521,0.074890944,0.17145111,0.183883874,-0.101329954,0.180518644,-0.235722445,0.147914132,0.039892332,0.163461817,0.133111385,0.152610305,-0.220994291,0.087224696,-0.128127184,0.081559558,0.066946123,-0.223169503,-0.278396787,-0.152393941,-0.131202482,-0.172089273,0.120087156,-0.123114117,-0.400860061,-0.115937703,-0.323603593,0.070903906,-0.148557228,-0.334139351,-0.37341898,-0.183086909,-0.097082761,-0.106988979,-0.343054341,-0.120660971,0.147580899,-0.305424627,-0.091600642,-0.142881687,-0.035861526,-0.208779671,-0.052835797,-0.076591627,-0.340957714,0.059698425,0.039941813,0.206673746,-0.173107057,0.089820953,-0.015131701,-0.142360752,-0.017580446,0.065118151,0.1178892,0.163360264,0.175603729,0.198163831,0.151894621,0.212528993,0.024528349,0.231331095,-0.020988916,0.149452828
GOBP_ALCOHOL_METABOLIC_PROCESS,0.073235642,0.120005633,0.13661079,0.162599964,0.111097171,0.194033106,0.203295532,0.148053249,0.245864909,0.342461176,0.223196338,0.2251356,0.220724044,0.293610484,0.21817123,0.112825143,0.216601845,-0.131427053,0.160134329,0.134621228,0.161935702,0.012082074,0.175231118,-0.297364652,0.158807616,-0.292730857,0.143032039,0.145049753,-0.066087642,-0.29389621,-0.02454272,-0.098629233,-0.055101314,-0.185260704,-0.020177002,-0.413167025,-0.132257586,-0.260892039,0.096546412,-0.18686386,-0.264391638,-0.330051795,-0.325062456,-0.232717128,0.045937773,-0.370576739,-0.292759164,-0.112707929,-0.331989274,-0.256241029,-0.271833721,-0.081455049,-0.298586429,-0.203327104,-0.254303397,-0.267484539,-0.217520926,0.10637839,-0.036758885,-0.278644881,0.045346451,-0.212340061,-0.239106265,-0.218524619,-0.176700882,-0.088760279,0.044164103,0.0428369,0.136124921,-0.052490169,-0.003877286,-0.126271366,0.194327035,-0.237473502,0.004643724
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.438645907,0.451716743,0.469259083,0.464871473,0.45832421,0.527799971,0.489314996,0.478809057,0.522088085,0.49558513,0.482795622,0.458864627,0.454814373,0.480214171,0.448533007,0.323241591,0.491403507,-0.359365058,0.441248469,0.472947585,0.470676567,-0.071908861,0.077893711,-0.194448338,0.414435972,-0.363488134,0.481650694,0.471576949,0.337524756,-0.492387672,0.336717062,0.297703682,0.338068479,-0.461999288,0.379961344,-0.518404014,-0.513835092,-0.48016345,0.358284854,-0.445476915,-0.449568125,-0.484278981,-0.425804601,-0.602139594,0.432054876,-0.552177018,-0.588494833,-0.513122959,-0.377201666,-0.375701966,-0.51334323,-0.292627363,-0.383259345,0.042809146,-0.395320489,-0.542004387,-0.272253213,0.474731173,-0.418109252,-0.076414177,0.488156783,-0.402184076,-0.429135464,-0.589280862,-0.507609857,-0.400488757,-0.070885817,-0.433121129,0.312562866,-0.187845366,0.073809623,-0.410171896,0.29640047,-0.409207899,-0.129195853
GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS,0.507833276,0.599180959,0.645731056,0.636531769,0.633249209,0.686459142,0.634489899,0.65908603,0.67958647,0.605409334,0.655536838,0.575968426,0.639202125,0.652956306,0.718963772,0.511588052,0.740862708,-0.355494365,0.71116193,0.719881731,0.704425948,0.215164446,-0.06878874,-0.324795543,0.721806902,-0.361455794,0.732951202,0.735198163,0.470465495,-0.627516936,0.512331035,0.45600927,0.505517662,-0.540231132,0.605258526,-0.553389919,-0.657040577,-0.548690415,0.485794392,-0.655831975,-0.635819906,-0.545104142,-0.56842453,-0.627140675,0.568073659,-0.586685688,-0.611750638,-0.63638558,-0.408043211,-0.448113881,-0.646806789,-0.352255552,-0.577344842,-0.176401011,-0.536638061,-0.687257332,-0.593170894,0.454189607,-0.558727171,-0.323650159,0.279132338,-0.551549519,-0.579624306,-0.621363004,-0.534513893,-0.454239716,0.065334809,-0.60620672,0.409672856,-0.236254703,-0.013133932,-0.416535662,0.437877783,-0.438181176,-0.174306862
