peak,symbol
19p13.2,ICAM3
19p13.2,TYK2
19p13.2,CDC37
19p13.2,MIR1181
19p13.2,PDE4A
19p13.2,KEAP1
19p13.2,S1PR5
19p13.2,ATG4D
19p13.2,KRI1
19p13.2,MIR1238
19p13.2,CDKN2D
19p13.2,AP1M2
19p13.2,SLC44A2
19p13.2,ILF3-AS1
19p13.2,ILF3
19p13.2,QTRT1
19p13.2,DNM2
19p13.2,MIR638
19p13.2,MIR4748
19p13.2,MIR199A1
19p13.2,MIR6793
19p13.2,TMED1
19p13.2,C19orf38
19p13.2,CARM1
19p13.2,YIPF2
19p13.2,C19orf52
19p13.2,SMARCA4
19p13.2,LDLR
19p13.2,MIR6886
19p13.2,SPC24
19p13.2,KANK2
19p13.2,DOCK6
19p13.2,LOC105372273
19p13.2,ANGPTL8
19p13.2,TSPAN16
19p13.2,RAB3D
19p13.2,TMEM205
19p13.2,CCDC159
19p13.2,PLPPR2
19p13.2,EPOR
19p13.2,SWSAP1
19p13.2,RGL3
19p13.2,CCDC151
19p13.2,PRKCSH
19p13.2,ELAVL3
19p13.2,ZNF653
19p13.2,MIR7974
19p13.2,ECSIT
19p13.2,CNN1
19p13.2,ELOF1
19p13.2,ACP5
19p13.2,ZNF627
19p13.2,HNRNPA1P10
19p13.2,ZNF833P
19p13.2,ZNF823
19p13.2,ZNF441
19p13.2,ZNF491
19p13.2,ZNF440
19p13.2,ZNF439
19p13.2,ZNF69
19p13.2,ZNF700
19p13.2,ZNF763
19p13.2,LOC101928464
19p13.2,ZNF433
19p13.2,ZNF878
19p13.2,ZNF844
19p13.2,ZNF788
19p13.2,ZNF20
19p13.2,ZNF625-ZNF20
19p13.2,ZNF625
19p13.2,ZNF136
19p13.2,LOC100289333
19p13.2,ZNF44
19p13.2,ZNF563
19p13.2,ZNF442
19p13.2,ZNF799
19p13.2,ZNF443
19p13.2,ZNF709
19p13.2,ZNF564
19p13.2,ZNF490
19p13.13,ZNF791
19p13.13,MAN2B1
19p13.13,WDR83OS
19p13.13,WDR83
19p13.13,DHPS
19p13.13,FBXW9
19p13.13,LOC105372280
19p13.13,SNORD135
19p13.13,SNORD41
19p13.13,TNPO2
19p13.13,C19orf43
19p13.13,ASNA1
19p13.13,BEST2
19p13.13,HOOK2
19p13.13,JUNB
19p13.13,MIR5684
19p13.13,PRDX2
19p13.13,RNASEH2A
19p13.13,RTBDN
19p13.13,MAST1
19p13.13,MIR6794
19p13.13,DNASE2
19p13.13,KLF1
19p13.13,GCDH
19p13.13,SYCE2
19p13.13,FARSA
19p13.13,MIR5695
19p13.13,CALR
19p13.13,MIR6515
19p13.13,RAD23A
19p13.13,GADD45GIP1
19p13.13,DAND5
19p13.13,NFIX
19p13.13,LYL1
19p13.13,TRMT1
19p13.13,NACC1
19p13.13,STX10
19p13.13,IER2
19p13.13,CACNA1A
19p13.13,CCDC130
19p13.13,MRI1
19p13.13,C19orf53
19p13.13,ZSWIM4
19p13.12,LOC284454
19p13.12,MIR23A
19p13.12,MIR24-2
19p13.12,MIR27A
19p13.12,MIR181C
19p13.12,MIR181D
19p13.12,NANOS3
19p13.12,C19orf57
19p13.12,CC2D1A
19p13.12,PODNL1
19p13.12,DCAF15
19p13.12,RFX1
19p13.12,IL27RA
19p13.12,RLN3
19p13.12,PALM3
19p13.12,MIR1199
19p13.12,MISP3
19p13.12,C19orf67
19p13.12,SAMD1
19p13.12,PRKACA
19p13.12,ASF1B
19p13.12,LOC100507373
19p13.12,ADGRL1
19p13.12,LOC105372288
19p13.12,LOC101928845
19p13.12,ADGRE5
19p13.12,DDX39A
19p13.12,PKN1
19p13.12,PTGER1
19p13.12,GIPC1
19p13.12,DNAJB1
19p13.12,MIR639
19p13.12,TECR
19p13.12,NDUFB7
19p13.12,CLEC17A
19p13.12,ADGRE3
19p13.12,SNORA104
19p13.12,ZNF333
19p13.12,ADGRE2
19p13.12,OR7C1
19p13.12,OR7A5
19p13.12,OR7A10
19p13.12,OR7A17
19p13.12,OR7C2
19p13.12,SLC1A6
19p13.12,CCDC105
19p13.12,CASP14
19p13.12,OR1I1
19p13.12,SYDE1
19p13.12,ILVBL
19p13.12,NOTCH3
19p13.12,MIR6795
19p13.12,EPHX3
19p13.12,BRD4
19p13.12,AKAP8
19p13.12,AKAP8L
19p13.12,WIZ
19p13.12,MIR1470
19p13.12,RASAL3
19p13.12,PGLYRP2
19p13.12,CYP4F22
19p13.12,CYP4F8
19p13.12,CYP4F3
19p13.12,CYP4F12
19p13.12,OR10H2
19p13.12,OR10H3
19p13.12,CYP4F24P
19p13.12,OR10H5
19p13.12,OR10H1
19p13.12,UCA1
19p13.12,LOC102724279
19p13.12,CYP4F2
19p13.12,CYP4F11
19p13.12,OR10H4
19p13.12,LINC00661
19p13.12,LINC00905
19p13.12,TPM4
19p13.11,RAB8A
19p13.11,HSH2D
19p13.11,CIB3
19p13.11,FAM32A
19p13.11,AP1M1
19p13.11,KLF2
19p13.11,EPS15L1
19p13.11,CALR3
19p13.11,C19orf44
19p13.11,CHERP
19p13.11,SLC35E1
19p13.11,MED26
19p13.11,SMIM7
19p13.11,TMEM38A
19p13.11,NWD1
19p13.11,SIN3B
19p13.11,CPAMD8
19p13.11,F2RL3
19p13.11,HAUS8
19p13.11,MYO9B
19p13.11,USE1
19p13.11,NR2F6
19p13.11,OCEL1
19p13.11,USHBP1
19p13.11,BABAM1
19p13.11,ANKLE1
19p13.11,ABHD8
19p13.11,DDA1
19p13.11,MRPL34
19p13.11,ANO8
19p13.11,GTPBP3
19p13.11,PLVAP
19p13.11,BISPR
19p13.11,BST2
19p13.11,MVB12A
19p13.11,TMEM221
19p13.11,NXNL1
19p13.11,SLC27A1
19p13.11,PGLS
19p13.11,FAM129C
19p13.11,COLGALT1
19p13.11,UNC13A
19p13.11,MAP1S
19p13.11,FCHO1
19p13.11,B3GNT3
19p13.11,INSL3
19p13.11,JAK3
19p13.11,RPL18A
19p13.11,SNORA68
19p13.11,SLC5A5
19p13.11,CCDC124
19p13.11,KCNN1
19p13.11,ARRDC2
19p13.11,IL12RB1
19p13.11,MAST3
19p13.11,PIK3R2
19p13.11,IFI30
19p13.11,MPV17L2
19p13.11,RAB3A
19p13.11,LOC102725254
19p13.11,PDE4C
19p13.11,LOC729966
19p13.11,KIAA1683
19p13.11,JUND
19p13.11,MIR3188
19p13.11,LSM4
19p13.11,PGPEP1
19p13.11,GDF15
19p13.11,LRRC25
19p13.11,MIR3189
19p13.11,SSBP4
19p13.11,ISYNA1
19p13.11,ELL
19p13.11,FKBP8
19p13.11,KXD1
19p13.11,UBA52
19p13.11,C19orf60
19p13.11,CRLF1
19p13.11,TMEM59L
19p13.11,KLHL26
19p13.11,CRTC1
19p13.11,COMP
19p13.11,UPF1
19p13.11,CERS1
19p13.11,COPE
19p13.11,DDX49
19p13.11,HOMER3
19p13.11,LOC102724360
19p13.11,SUGP2
19p13.11,ARMC6
19p13.11,SLC25A42
19p13.11,TMEM161A
19p13.11,BORCS8-MEF2B
19p13.11,MEF2B
19p13.11,BORCS8
19p13.11,RFXANK
19p13.11,NR2C2AP
19p13.11,NCAN
19p13.11,HAPLN4
19p13.11,TM6SF2
19p13.11,SUGP1
19p13.11,MAU2
19p13.11,GATAD2A
19p13.11,MIR640
19p13.11,NDUFA13
19p13.11,TSSK6
19p13.11,YJEFN3
19p13.11,CILP2
19p13.11,PBX4
19p13.11,GMIP
19p13.11,LPAR2
19p13.11,ATP13A1
19p13.11,ZNF101
19p13.11,ZNF14
19p13.11,LINC00663
19p13.11,ZNF506
19p13.11,ZNF253
19p12,ZNF93
19p12,ZNF682
19p12,ZNF90
19p12,ZNF486
19p12,MIR1270
19p12,ZNF826P
19p12,hsa-mir-1270-1
19p12,ZNF737
19p12,ZNF626
19p12,ZNF85
19p12,ZNF430
19p12,ZNF714
19p12,ZNF431
19p12,ZNF708
19p12,ZNF738
19p12,ZNF493
19p12,LINC00664
19p12,ZNF429
19p12,ZNF100
19p12,LOC641367
19p12,ZNF43
19p12,ZNF208
19p12,ZNF257
19p12,ZNF676
19p12,ZNF729
19p12,ZNF98
19p12,LOC101929124
19p12,LINC01233
19p12,GOLGA2P9
19p12,LOC100996349
19p12,LOC374890
19p12,ZNF492
19p12,ZNF99
19p12,ZNF728
19p12,LOC101929164
19p12,LOC101929144
19p12,ZNF730
19p12,ZNF724
19p12,IPO5P1
19p12,ZNF91
19p12,LINC01224
19p12,ZNF675
19p12,ZNF681
19p12,RPSAP58
19p12,ZNF726
19p12,ZNF254
19p12,HAVCR1P1
19q11,LINC00662
19q12,LINC00906
19q12,LINC01532
19q12,LOC100420587
19q11,LOC101927151
19q12,LOC102724908
19q12,LOC102724958
19q12,UQCRFS1
19q12,LOC284395
19q12,VSTM2B
19q12,POP4
19q12,PLEKHF1
19q12,C19orf12
19q12,CCNE1
19q12,URI1
19q12,ZNF536
19q12,TSHZ3
19q12,THEG5
19q13.11,LINC01533
19q13.11,LOC101927411
19q13.11,ZNF507
19q13.11,LOC400684
19q13.11,DPY19L3
19q13.11,PDCD5
19q13.11,ANKRD27
19q13.11,RGS9BP
19q13.11,NUDT19
19q13.11,TDRD12
19q13.11,SLC7A9
19q13.11,CEP89
19q13.11,FAAP24
19q13.11,RHPN2
19q13.11,GPATCH1
19q13.11,WDR88
19q13.11,LRP3
19q13.11,SLC7A10
19q13.11,CEBPA
19q13.11,CEBPA-AS1
19q13.11,CEBPG
19q13.11,PEPD
19q13.11,CHST8
19q13.11,KCTD15
19q13.11,LSM14A
19q13.11,KIAA0355
19q13.11,GPI
19q13.11,PDCD2L
19q13.11,UBA2
19q13.11,WTIP
19q13.11,SCGB1B2P
19q13.11,SCGB2B2
19q13.11,SCGB2B3P
19q13.11,ZNF302
19q13.11,ZNF181
19q13.11,ZNF599
19q13.11,LINC00904
19q13.11,LOC400685
19q13.11,ZNF30-AS1
19q13.11,ZNF30
19q13.11,ZNF792
19q13.11,GRAMD1A
19q13.11,SCN1B
19q13.11,HPN
19q13.11,HPN-AS1
19q13.12,FXYD3
19q13.12,LGI4
19q13.12,MIR6887
19q13.12,FXYD1
19q13.12,FXYD7
19q13.12,FXYD5
19q13.12,FAM187B
19q13.12,LSR
19q13.12,USF2
19q13.12,HAMP
19q13.12,MAG
19q13.12,CD22
19q13.12,MIR5196
19q13.12,FFAR1
19q13.12,FFAR3
19q13.12,LINC01531
19q13.12,FFAR2
19q13.12,KRTDAP
19q13.12,DMKN
19q13.12,SBSN
19q13.12,GAPDHS
19q13.12,TMEM147-AS1
19q13.12,ATP4A
19q13.12,TMEM147
19q13.12,LOC102723617
19q13.12,HAUS5
19q13.12,RBM42
19q13.12,ETV2
19q13.12,COX6B1
19q13.12,UPK1A-AS1
19q13.12,UPK1A
19q13.12,ZBTB32
19q13.12,KMT2B
19q13.12,IGFLR1
19q13.12,U2AF1L4
19q13.12,LIN37
19q13.12,PSENEN
19q13.12,HSPB6
19q13.12,PROSER3
19q13.12,ARHGAP33
19q13.12,LINC01529
19q13.12,PRODH2
19q13.12,NPHS1
19q13.12,KIRREL2
19q13.12,APLP1
19q13.12,NFKBID
19q13.12,HCST
19q13.12,TYROBP
19q13.12,LRFN3
19q13.12,LOC105372383
19q13.12,SDHAF1
19q13.12,SYNE4
19q13.12,ALKBH6
19q13.12,CLIP3
19q13.12,LOC101927572
19q13.12,THAP8
19q13.12,WDR62
19q13.12,OVOL3
19q13.12,POLR2I
19q13.12,TBCB
19q13.12,CAPNS1
19q13.12,COX7A1
19q13.12,ZNF565
19q13.12,ZNF146
19q13.12,LINC00665
19q13.12,LOC100134317
19q13.12,ZFP14
19q13.12,ZFP82
19q13.12,LOC644189
19q13.12,ZNF566
19q13.12,LOC728752
19q13.12,ZNF260
19q13.12,ZNF529
19q13.12,ZNF529-AS1
19q13.12,ZNF382
19q13.12,ZNF461
19q13.12,LINC01534
19q13.12,ZNF567
19q13.12,ZNF850
19q13.12,LOC728485
19q13.12,ZNF790-AS1
19q13.12,ZNF790
19q13.12,ZNF345
19q13.12,ZNF829
19q13.12,ZNF568
19q13.12,ZNF420
19q13.12,ZNF585A
19q13.12,ZNF585B
19q13.12,ZNF383
19q13.12,HKR1
19q13.12,LINC01535
19q13.12,LOC284412
19q13.12,ZNF527
19q13.12,ZNF569
19q13.12,ZNF570
19q13.12,ZNF793-AS1
19q13.12,ZNF793
19q13.12,ZNF540
19q13.12,ZNF571-AS1
19q13.12,ZNF571
19q13.12,ZFP30
19q13.12,ZNF781
19q13.12,ZNF607
19q13.12,ZNF573
19q13.13,LOC100631378
19q13.13,LOC644554
19q13.13,WDR87
19q13.13,SIPA1L3
19q13.2,DPF1
19q13.2,PPP1R14A
19q13.2,SPINT2
19q13.2,C19orf33
19q13.2,YIF1B
19q13.2,KCNK6
19q13.2,CATSPERG
19q13.2,PSMD8
19q13.2,GGN
19q13.2,SPRED3
19q13.2,FAM98C
19q13.2,RASGRP4
19q13.2,RYR1
19q13.2,MAP4K1
19q13.2,LOC105372397
19q13.2,EIF3K
19q13.2,ACTN4
19q13.2,CAPN12
19q13.2,LGALS7
19q13.2,LGALS7B
19q13.2,LGALS4
19q13.2,ECH1
19q13.2,HNRNPL
19q13.2,RINL
19q13.2,SIRT2
19q13.2,NFKBIB
19q13.2,CCER2
19q13.2,SARS2
19q13.2,MRPS12
19q13.2,FBXO17
19q13.2,FBXO27
19q13.2,ACP7
19q13.2,PAK4
19q13.2,NCCRP1
19q13.2,SYCN
19q13.2,IFNL3
19q13.2,IFNL4
19q13.2,IFNL2
19q13.2,IFNL1
19q13.2,LRFN1
19q13.2,GMFG
19q13.2,SAMD4B
19q13.2,PAF1
19q13.2,MED29
19q13.2,MIR4530
19q13.2,PLEKHG2
19q13.2,ZFP36
19q13.2,RPS16
19q13.2,SUPT5H
19q13.2,TIMM50
19q13.2,DLL3
19q13.2,SELV
19q13.2,EID2B
19q13.2,EID2
19q13.2,LGALS13
19q13.2,LOC100129935
19q13.2,LGALS16
19q13.2,LGALS17A
19q13.2,LGALS14
19q13.2,CLC
19q13.2,LEUTX
19q13.2,DYRK1B
19q13.2,MIR6719
19q13.2,FBL
19q13.2,FCGBP
19q13.2,PSMC4
19q13.2,ZNF546
19q13.2,ZNF780B
19q13.2,ZNF780A
19q13.2,MAP3K10
19q13.2,CNTD2
19q13.2,TTC9B
19q13.2,AKT2
19q13.2,MIR641
19q13.2,C19orf47
19q13.2,PLD3
19q13.2,MIR6796
19q13.2,HIPK4
19q13.2,PRX
19q13.2,SERTAD1
19q13.2,SERTAD3
19q13.2,BLVRB
19q13.2,SPTBN4
19q13.2,SHKBP1
19q13.2,LTBP4
19q13.2,NUMBL
19q13.2,COQ8B
19q13.2,ITPKC
19q13.2,C19orf54
19q13.2,SNRPA
19q13.2,MIA-RAB4B
19q13.2,MIA
19q13.2,RAB4B-EGLN2
19q13.2,RAB4B
19q13.2,EGLN2
19q13.2,CYP2A6
19q13.2,CYP2A7
19q13.2,CYP2G1P
19q13.2,CYP2B7P
19q13.2,CYP2B6
19q13.2,CYP2A13
19q13.2,CYP2F1
19q13.2,CYP2S1
19q13.2,AXL
19q13.2,HNRNPUL1
19q13.2,CCDC97
19q13.2,TGFB1
19q13.2,B9D2
19q13.2,TMEM91
19q13.2,EXOSC5
19q13.2,BCKDHA
19q13.2,B3GNT8
19q13.2,ATP5SL
19q13.2,ERICH4
19q13.2,PCAT19
19q13.2,CEACAM21
19q13.2,LINC01480
19q13.2,CEACAM4
19q13.2,CEACAM7
19q13.2,CEACAM5
19q13.2,CEACAM6
19q13.2,CEACAM3
19q13.2,LYPD4
19q13.2,DMRTC2
19q13.2,RPS19
19q13.2,CD79A
19q13.2,MIR6797
19q13.2,ARHGEF1
19q13.2,LOC100505585
19q13.2,RABAC1
19q13.2,ATP1A3
19q13.2,GRIK5
19q13.2,ZNF574
19q13.2,POU2F2
19q13.2,LOC100505622
19q13.2,MIR4323
19q13.2,DEDD2
19q13.2,ZNF526
19q13.2,GSK3A
19q13.2,ERF
19q13.2,CIC
19q13.2,PAFAH1B3
19q13.2,PRR19
19q13.2,TMEM145
19q13.2,MEGF8
19q13.2,MIR8077
19q13.2,CNFN
19q13.2,LIPE-AS1
19q13.2,LOC101930071
19q13.2,LIPE
19q13.2,CXCL17
19q13.2,CEACAM1
19q13.2,CEACAM8
19q13.2,PSG3
19q13.2,PSG8
19q13.2,LOC100289650
19q13.2,PSG10P
19q13.2,PSG1
19q13.31,PSG6
19q13.31,PSG7
19q13.31,PSG11
19q13.31,PSG2
19q13.31,PSG5
19q13.31,PSG4
19q13.31,LOC284344
19q13.31,PSG9
19q13.31,PRG1
19q13.31,CD177
19q13.31,TEX101
19q13.31,LYPD3
19q13.31,PHLDB3
19q13.31,ETHE1
19q13.31,ZNF575
19q13.31,XRCC1
19q13.31,IRGQ
19q13.31,PINLYP
19q13.31,ZNF576
19q13.31,ZNF428
19q13.31,SRRM5
19q13.31,CADM4
19q13.31,PLAUR
19q13.31,IRGC
19q13.31,SMG9
19q13.31,KCNN4
19q13.31,LYPD5
19q13.31,ZNF283
19q13.31,ZNF404
19q13.31,LOC100505715
19q13.31,ZNF45
19q13.31,ZNF221
19q13.31,ZNF155
19q13.31,LOC101928063
19q13.31,ZNF230
19q13.31,ZNF222
19q13.31,ZNF223
19q13.31,ZNF284
19q13.31,ZNF224
19q13.31,LOC100379224
19q13.31,ZNF225
19q13.31,ZNF234
19q13.31,ZNF226
19q13.31,ZNF227
19q13.31,ZNF233
19q13.31,ZNF235
19q13.31,ZNF112
19q13.31,ZNF285
19q13.31,ZNF229
19q13.31,ZNF180
19q13.31,CEACAM20
19q13.31,CEACAM22P
19q13.31,IGSF23
19q13.31,PVR
19q13.31,MIR4531
19q13.31,CEACAM19
19q13.31,CEACAM16
19q13.32,BCL3
19q13.32,MIR8085
19q13.32,CBLC
19q13.32,BCAM
19q13.32,NECTIN2
19q13.32,TOMM40
19q13.32,APOE
19q13.32,APOC1
19q13.32,APOC1P1
19q13.32,APOC4-APOC2
19q13.32,APOC4
19q13.32,APOC2
19q13.32,CLPTM1
19q13.32,RELB
19q13.32,CLASRP
19q13.32,ZNF296
19q13.32,GEMIN7
19q13.32,LOC105372419
19q13.32,PPP1R37
19q13.32,NKPD1
19q13.32,TRAPPC6A
19q13.32,BLOC1S3
19q13.32,EXOC3L2
19q13.32,MARK4
19q13.32,CKM
19q13.32,KLC3
19q13.32,ERCC2
19q13.32,PPP1R13L
19q13.32,CD3EAP
19q13.32,ERCC1
19q13.32,MIR6088
19q13.32,FOSB
19q13.32,RTN2
19q13.32,PPM1N
19q13.32,VASP
19q13.32,OPA3
19q13.32,GPR4
19q13.32,EML2
19q13.32,EML2-AS1
19q13.32,MIR330
19q13.32,GIPR
19q13.32,MIR642A
19q13.32,MIR642B
19q13.32,QPCTL
19q13.32,SNRPD2
19q13.32,FBXO46
19q13.32,BHMG1
19q13.32,DMPK
19q13.32,SIX5
19q13.32,DMWD
19q13.32,RSPH6A
19q13.32,SYMPK
19q13.32,FOXA3
19q13.32,IRF2BP1
19q13.32,MYPOP
19q13.32,NANOS2
19q13.32,NOVA2
19q13.32,CCDC61
19q13.32,MIR769
19q13.32,PGLYRP1
19q13.32,IGFL4
19q13.32,LOC400706
19q13.32,IGFL3
19q13.32,IGFL2
19q13.32,LOC645553
19q13.32,LOC93429
19q13.32,IGFL1
19q13.32,HIF3A
19q13.32,PPP5C
19q13.32,CCDC8
19q13.32,PNMAL1
19q13.32,PPP5D1
19q13.32,PNMAL2
19q13.32,CALM3
19q13.32,PTGIR
19q13.32,GNG8
19q13.32,DACT3
19q13.32,DACT3-AS1
19q13.32,PRKD2
19q13.32,MIR320E
19q13.32,STRN4
19q13.32,FKRP
19q13.32,SLC1A5
19q13.32,SNAR-E
19q13.32,AP2S1
19q13.32,ARHGAP35
19q13.32,NPAS1
19q13.32,TMEM160
19q13.32,ZC3H4
19q13.32,SAE1
19q13.32,BBC3
19q13.32,MIR3190
19q13.32,MIR3191
19q13.32,CCDC9
19q13.32,INAFM1
19q13.32,C5AR1
19q13.32,C5AR2
19q13.32,DHX34
19q13.32,MEIS3
19q13.32,SLC8A2
19q13.32,KPTN
19q13.32,NAPA-AS1
19q13.32,NAPA
19q13.33,ZNF541
19q13.33,GLTSCR1
19q13.33,EHD2
19q13.33,GLTSCR2
19q13.33,GLTSCR2-AS1
19q13.33,SNORD23
19q13.33,SEPW1
19q13.33,TPRX1
19q13.33,CRX
19q13.33,SULT2A1
19q13.33,SNAR-A12
19q13.33,SNAR-A1
19q13.33,SNAR-C1
19q13.33,SNAR-C2
19q13.33,SNAR-A10
19q13.33,SNAR-A11
19q13.33,SNAR-A14
19q13.33,SNAR-A3
19q13.33,SNAR-A4
19q13.33,SNAR-A5
19q13.33,SNAR-A6
19q13.33,SNAR-A7
19q13.33,SNAR-A8
19q13.33,SNAR-C4
19q13.33,SNAR-C3
19q13.33,BSPH1
19q13.33,ELSPBP1
19q13.33,CABP5
19q13.33,PLA2G4C
19q13.33,PLA2G4C-AS1
19q13.33,LIG1
19q13.33,C19orf68
19q13.33,CARD8
19q13.33,CARD8-AS1
19q13.33,ZNF114
19q13.33,CCDC114
19q13.33,EMP3
19q13.33,TMEM143
19q13.33,SYNGR4
19q13.33,KDELR1
19q13.33,GRIN2D
19q13.33,GRWD1
19q13.33,KCNJ14
19q13.33,CYTH2
19q13.33,LMTK3
19q13.33,SULT2B1
19q13.33,hsa-mir-220c
19q13.33,FAM83E
19q13.33,SPACA4
19q13.33,RPL18
19q13.33,SPHK2
19q13.33,DBP
19q13.33,CA11
19q13.33,SEC1P
19q13.33,NTN5
19q13.33,FUT2
19q13.33,LOC105447645
19q13.33,MAMSTR
19q13.33,RASIP1
19q13.33,FUT1
19q13.33,IZUMO1
19q13.33,FGF21
19q13.33,BCAT2
19q13.33,HSD17B14
19q13.33,PLEKHA4
19q13.33,PPP1R15A
19q13.33,TULP2
19q13.33,NUCB1
19q13.33,NUCB1-AS1
19q13.33,DHDH
19q13.33,BAX
19q13.33,FTL
19q13.33,GYS1
19q13.33,RUVBL2
19q13.33,MIR6798
19q13.33,LHB
19q13.33,LOC101059948
19q13.33,CGB3
19q13.33,CGB2
19q13.33,SNAR-G2
19q13.33,CGB1
19q13.33,SNAR-G1
19q13.33,CGB5
19q13.33,CGB8
19q13.33,CGB7
19q13.33,NTF4
19q13.33,KCNA7
19q13.33,SNRNP70
19q13.33,LIN7B
19q13.33,C19orf73
19q13.33,PPFIA3
19q13.33,HRC
19q13.33,TRPM4
19q13.33,SLC6A16
19q13.33,MIR4324
19q13.33,CD37
19q13.33,TEAD2
19q13.33,DKKL1
19q13.33,LOC101928295
19q13.33,CCDC155
19q13.33,GFY
19q13.33,PTH2
19q13.33,SLC17A7
19q13.33,PIH1D1
19q13.33,ALDH16A1
19q13.33,FLT3LG
19q13.33,RPL13A
19q13.33,SNORD32A
19q13.33,RPS11
19q13.33,SNORD33
19q13.33,SNORD34
19q13.33,SNORD35A
19q13.33,SNORD35B
19q13.33,MIR150
19q13.33,FCGRT
19q13.33,RCN3
19q13.33,NOSIP
19q13.33,PRRG2
19q13.33,PRR12
19q13.33,RRAS
19q13.33,SCAF1
19q13.33,BCL2L12
19q13.33,IRF3
19q13.33,PRMT1
19q13.33,MIR5088
19q13.33,ADM5
19q13.33,CPT1C
19q13.33,TSKS
19q13.33,AP2A1
19q13.33,MIR6799
19q13.33,FUZ
19q13.33,MED25
19q13.33,MIR6800
19q13.33,PTOV1-AS1
19q13.33,PTOV1
19q13.33,MIR4749
19q13.33,PTOV1-AS2
19q13.33,PNKP
19q13.33,AKT1S1
19q13.33,TBC1D17
19q13.33,MIR4750
19q13.33,IL4I1
19q13.33,NUP62
19q13.33,ATF5
19q13.33,MIR4751
19q13.33,SIGLEC11
19q13.33,SIGLEC16
19q13.33,VRK3
19q13.33,ZNF473
19q13.33,LOC400710
19q13.33,SNAR-B1
19q13.33,SNAR-D
19q13.33,IZUMO2
19q13.33,MYH14
19q13.33,KCNC3
19q13.33,NAPSB
19q13.33,NAPSA
19q13.33,NR1H2
19q13.33,POLD1
19q13.33,SPIB
19q13.33,MYBPC2
19q13.33,FAM71E1
19q13.33,EMC10
19q13.33,JOSD2
19q13.33,ASPDH
19q13.33,LRRC4B
19q13.33,SNAR-F
19q13.33,SYT3
19q13.33,C19orf81
19q13.33,SHANK1
19q13.33,CLEC11A
19q13.33,GPR32
19q13.33,LOC105372440
19q13.33,ACPT
19q13.33,C19orf48
19q13.33,SNORD88A
19q13.33,SNORD88B
19q13.33,SNORD88C
19q13.33,KLK15
19q13.33,KLK1
19q13.33,MGC45922
19q13.33,LOC105372441
19q13.33,KLK3
19q13.33,KLK2
19q13.33,KLKP1
19q13.41,KLK4
19q13.41,KLK5
19q13.41,KLK6
19q13.41,KLK7
19q13.41,KLK8
19q13.41,KLK9
19q13.41,KLK10
19q13.41,KLK11
19q13.41,KLK12
19q13.41,KLK13
19q13.41,KLK14
19q13.41,CTU1
19q13.41,SIGLEC9
19q13.41,SIGLEC7
19q13.41,LOC101928517
19q13.41,SIGLEC17P
19q13.41,MIR8074
19q13.41,CD33
19q13.41,SIGLECL1
19q13.41,LOC105372444
19q13.41,IGLON5
19q13.41,VSIG10L
19q13.41,ETFB
19q13.41,CLDND2
19q13.41,NKG7
19q13.41,C19orf84
19q13.41,LIM2
19q13.41,LOC100129083
19q13.41,SIGLEC10
19q13.41,SIGLEC8
19q13.41,CEACAM18
19q13.41,SIGLEC12
19q13.41,SIGLEC6
19q13.41,ZNF175
19q13.41,LINC01530
19q13.41,SIGLEC5
19q13.41,SIGLEC14
19q13.41,SPACA6P-AS
19q13.41,SPACA6
19q13.41,MIR125A
19q13.41,MIR99B
19q13.41,MIRLET7E
19q13.41,HAS1
19q13.41,FPR1
19q13.41,FPR2
19q13.41,FPR3
19q13.41,ZNF577
19q13.41,ZNF649-AS1
19q13.41,ZNF649
19q13.41,ZNF613
19q13.41,ZNF350-AS1
19q13.41,ZNF350
19q13.41,ZNF615
19q13.41,ZNF614
19q13.41,ZNF432
19q13.41,ZNF841
19q13.41,ZNF616
19q13.41,ZNF836
19q13.41,PPP2R1A
19q13.41,MIR6801
19q13.41,ZNF766
19q13.41,MIR643
19q13.41,hsa-mir-643
19q13.41,ZNF480
19q13.41,ZNF610
19q13.41,ZNF880
19q13.41,ZNF528-AS1
19q13.41,ZNF528
19q13.41,ZNF534
19q13.41,ZNF578
19q13.41,ZNF808
19q13.41,ZNF701
19q13.41,ZNF137P
19q13.41,ZNF83
19q13.41,ZNF611
19q13.41,ZNF600
19q13.41,ZNF28
19q13.41,ZNF468
19q13.41,ZNF320
19q13.41,ZNF888
19q13.41,ZNF321P
19q13.41,ZNF816-ZNF321P
19q13.41,ZNF816
19q13.41,ZNF702P
19q13.41,ERVV-1
19q13.41,ERVV-2
19q13.41,ZNF160
19q13.42,ZNF415
19q13.42,ZNF347
19q13.42,ZNF665
19q13.42,ZNF818P
19q13.42,ZNF677
19q13.42,VN1R2
19q13.42,VN1R4
19q13.42,BIRC8
19q13.42,FAM90A27P
19q13.42,ZNF845
19q13.42,ZNF525
19q13.42,ZNF765
19q13.42,TPM3P9
19q13.42,ZNF761
19q13.42,ZNF813
19q13.42,ZNF331
19q13.42,LOC284379
19q13.42,DPRX
19q13.42,MIR512-1
19q13.42,MIR512-2
19q13.42,MIR1323
19q13.42,MIR498
19q13.42,MIR520E
19q13.42,MIR515-1
19q13.42,MIR515-2
19q13.42,MIR519E
19q13.42,MIR520F
19q13.42,MIR1283-1
19q13.42,MIR519B
19q13.42,MIR519C
19q13.42,MIR520A
19q13.42,MIR526B
19q13.42,MIR518B
19q13.42,MIR518F
19q13.42,MIR520B
